8	3	A3	1	0	0	0	10
2A	0	0	0	0	0	0	0
2B	0	0	0	F9	C0	F9	40
2C	F8	80	0	0	0	0	0
2D	0	0	1	1	1	0	0
2E	28	0	FA	0	FB	B7	FD
2F	6E	FF	25	0	DB	2	92
20	4	49	6	0	0	0A	0
21	0F	0	14	0	1A	0	1A
22	0	14	0	0F	0	0	0
5	23	2C	A4	0	80	0	0
10	81	63	0	0A	7	D0	0F
30	12	0	68	3F	4C	0	68
21	A0	17	70	1F	40	27	10
22	2E	E0	36	B0	3E	80	2
23	0	2	0	2	0	2	0
24	2	0	2	0	2	0	2
25	0	7	D0	0F	A0	17	70
26	1F	40	27	10	2E	E0	36
27	B0	3E	80	2	CD	2	CD
28	2	CD	2	CD	2	CD	2
29	CD	2	CD	2	CD	0	CC
2A	0	0A	0	A3	0	0	1
2B	0	0	0	0	0	0F	A0
2C	1F	40	2E	E0	4E	20	61
2D	A8	61	B2	17	70	1F	40
2E	2E	E0	46	50	5D	C0	7D
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2C	A4	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0F	A0	1F	40	2E	E0
28	4E	20	61	A8	61	B2	0
29	0	0	C8	1	90	2	58
2A	3	20	3	E8	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2C	A5	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0F	A0	1F
23	40	2E	E0	4E	20	61	A8
24	61	B2	3	E8	3	E8	3
25	E8	3	E8	3	E8	3	E8
26	11	0	0	0	2	25	51
27	0	1F	40	20	D0	12	C0
28	7	D0	0	FF	FF	FF	FF
29	FF	FF	FF	FF	FF	FF	0
2A	0	0	0	5	6	2	5
2B	0	0	0	0	0	0	1
2C	0	1	1	1	1	3	2
2D	2	5	1	0C	0C	0C	0C
2E	0C	0C	8	7	6	5	4
2F	4	0	0	0	0A	0	82
20	0	28	0	A0	1	90	3
21	20	4	B0	6	40	7	D0
22	9	C4	3	E8	0	0	0
5	23	2C	A5	80	80	0	0
10	81	63	3	20	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	14	0	14	0	64
22	0	64	0F	A0	1F	40	2E
23	E0	4E	20	61	A8	61	B2
24	0	CB	0	B1	0	9F	0
25	96	0	92	0	92	0F	A0
26	1F	40	2E	E0	4E	20	61
27	A8	61	B2	1	2C	1	90
28	1	F4	2	58	2	BC	3
29	20	1	2C	1	90	1	F4
2A	2	58	2	BC	3	20	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	9	1A	9	E2	0A
2F	AA	0B	72	0C	3A	0D	2
20	0D	CA	0E	92	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2C	A6	0	80	0	0
10	81	63	0	0	9	1A	9
30	12	0	68	3F	4C	0	68
21	E2	0A	AA	0B	72	0C	3A
22	0D	2	0D	CA	0E	92	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	6	FE	0F	78	12	2
26	1B	30	18	A6	18	A6	1
27	1F	1	1E	0	F4	0	CA
28	0	BA	0F	A0	1F	40	2E
29	E0	4E	20	61	A8	0	0
2A	1	0	1	0	1	1	1
2B	0	0	5	0	5	0	5
2C	0	5	0	5	0	5	5
2D	5	5	5	5	5	0	0
2E	0	0	2D	0	0	0	2D
2F	0	0	0	2D	0	0	0
20	2D	0	0	0	2D	0	0
21	0	2D	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2C	A6	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	2	80	2
23	80	2	80	2	80	2	80
24	2	80	2	80	2	80	2
25	80	2	80	2	80	2	80
26	3	E8	3	E8	3	E8	3
27	E8	3	E8	3	E8	7	D0
28	7	D0	7	D0	7	D0	7
29	D0	7	D0	0	5	0	5
2A	0	5	0	5	0	5	0
2B	5	0	64	0	64	0	64
2C	0	64	0	64	0	64	23
2D	7	0E	1C	38	31	31	23
2E	7	0E	1C	38	0	64	0
2F	64	0	64	0	64	0	64
20	0	64	2	58	2	26	1
21	C2	1	90	1	5E	1	2C
22	0	1	0	0	0	0	0
5	23	2C	A7	0	80	0	0
10	81	63	0	1	2	6	3
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0E	10
22	0	0	0C	80	0	0	0B
23	B8	0	0	0A	F0	0	0
24	0A	28	0	0	9	60	0
25	1E	84	80	0	1E	84	80
26	0	1E	84	80	0	1E	84
27	80	0	1E	84	80	0	1E
28	84	80	1	F4	1	F4	1
29	F4	1	F4	1	F4	1	F4
2A	0	0	0	0	0A	6E	49
2B	C0	0	1	51	80	3	E8
2C	0	32	0F	A0	1F	40	2E
2D	E0	3E	80	4E	20	61	A8
2E	0	A0	1	E0	3	20	5
2F	0	6	40	12	C0	0	14
20	0	1E	0	28	0	32	0
21	32	0	32	0	1E	0	28
22	0	32	0	3C	0	0	0
5	23	2C	A7	80	80	0	0
10	81	63	0	3C	0	3C	0
30	12	0	68	3F	4C	0	68
21	3C	0	46	0	5A	0	64
22	0	64	0	64	0	46	0
23	46	0	5A	0	64	0	64
24	0	64	0	50	0	5A	0
25	64	0	64	0	64	0	64
26	0	5A	0	64	0	64	0
27	64	0	64	0	64	2	0
28	0	0	0	0	3A	98	1
29	2C	0	78	11	99	8	CC
2A	1	0	4	80	1	80	0
2B	0	0	0	1F	40	0	0
2C	1F	40	0	32	0	5	0
2D	14	0	32	0	5	0	0A
2E	1	90	6	40	0	4	0
2F	4	0	3	0	1	0	3
20	0	18	0	18	0	3C	0
21	46	7	D0	7	D0	1	0
22	1	0	1	1	0	0	0
5	23	2C	A8	0	80	0	0
10	81	63	1	1	1	1	1
30	12	0	68	3F	4C	0	68
21	1	1	1	1	1	3	3
22	3	3	3	3	3	3	3
23	3	3	3	0	1	0	3C
24	0	0A	0	0A	28	1	1
25	0	1	0	0	1	0	0
26	16	80	2E	E0	2C	88	2
27	58	11	F8	1	2C	0	1E
28	0	32	0	CD	0A	28	3
29	20	1	F4	1	F4	0	1
2A	3	1	0F	0	0	0	19
2B	0	0	0A	0A	64	2	EE
2C	2	58	0	1E	0	CD	11
2D	F8	AF	C8	0D	48	7	8
2E	0C	8	1	2C	14	0	26
2F	0	0	0	37	76	1	0
20	37	78	1	0	38	67	3
21	0	38	68	3	0	37	91
22	20	0	0	0	0	0	0
5	23	2C	A8	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	38
23	18	2	0	38	96	27	0
24	38	30	2	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	39	58
2A	3	0	39	59	3	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	14	58	4	0	11	10
2E	8	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	39	96	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2C	A9	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	17	9
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	17	0F	3	0	17	10	3
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	38
2B	77	3	0	0	0	0	0
2C	0	0	0	0	39	13	3
2D	0	39	14	3	0	39	22
2E	3	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	39	29	3	0	0	0	0
21	0	38	52	3	0	39	60
22	3	0	0	0	0	0	0
5	23	2C	A9	80	80	0	0
10	81	63	0	0	17	0B	0
30	12	0	68	3F	4C	0	68
21	0	17	0A	0	0	38	0
22	0	0	0	0	0	0	0
23	0	0	0	37	90	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	37	65	0	0	17	11
2A	3	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2C	AA	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2C	AA	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2C	AB	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2C	AB	80	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	0	0	0	0	0	0
2D	0	0	0	0	0	0	0
2E	0	0	0	0	0	0	0
2F	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
5	23	2C	AC	0	80	0	0
10	81	63	0	0	0	0	0
30	12	0	68	3F	4C	0	68
21	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0
2A	0	0	0	0	0	0	0
2B	0	0	0	0	0	0	0
2C	0	F0	0	2	0	0	14
2D	6E	0B	B8	46	50	3	8D
2E	41	7C	1	1	0	0	0
2F	EC	0	ED	2	58	2	BC
20	3	20	3	84	3	E8	6
21	40	10	88	10	8C	16	A8
22	1B	58	1E	78	0	0	0
5	23	2C	AC	80	80	0	0
10	81	63	1E	7C	20	D0	3
30	12	0	68	3F	4C	0	68
21	3	3	3	3	3	3	3
22	3	3	3	3	3	3	3
23	3	3	3	0	0	0	0
24	0	0	3	3	0	0	0
25	0	0	0	3	3	0	0
26	0	0	0	0	3	3	0
27	0	0	0	0	0	3	3
28	3	3	3	3	3	3	3
29	3	3	3	3	3	3	3
2A	3	23	3	41	3	5F	3
2B	7D	3	9B	3	B9	3	D7
2C	3	F5	4C	86	40	74	34
2D	D0	29	86	1E	AA	14	1E
2E	9	EC	0	0	14	6E	0B
2F	B8	46	50	3	8D	41	7C
20	1	1	0	0	0	EC	0
21	ED	2	58	2	BC	3	20
22	3	84	3	E8	0	0	0
5	23	2C	AD	0	80	0	0
10	81	63	6	40	10	88	10
30	12	0	68	3F	4C	0	68
21	8C	16	A8	1B	58	1E	78
22	1E	7C	20	D0	3	3	3
23	3	3	3	3	3	3	3
24	3	3	3	3	3	3	3
25	3	0	0	0	0	0	0
26	3	3	0	0	0	0	0
27	0	3	3	0	0	0	0
28	0	0	3	3	0	0	0
29	0	0	0	3	3	3	3
2A	3	3	3	3	3	3	3
2B	3	3	3	3	3	0D	2
2C	5	DC	33	50	0	0	0
2D	0A	0	1	3F	0	0	0
2E	0	5	3	CF	0	5	1
2F	5	3	6	2	4	0	1
20	0	1	0	32	0	0	0
21	80	0	0	0	1	0	1
22	0	1	FF	FF	0	0	0
5	23	2C	AD	80	80	0	0
10	81	63	0	84	0	0	0
30	12	0	68	3F	4C	0	68
21	1	0	1	0	32	0	0
22	0	80	0	0	0	1	0
23	1	0	32	0	0	0	80
24	0	0	0	1	0	1	0
25	32	0	0	0	82	0	0
26	0	2	0	2	0	0A	FF
27	F6	0	80	0	0	0	2
28	0	2	0	64	0	0	0
29	80	0	0	0	2	0	2
2A	0	32	FF	CE	0	80	0
2B	0	0	2	0	2	0	32
2C	FF	CE	0	82	0	0	0
2D	2	0	1	0	1	0	0
2E	C0	82	0	0	0	2	0
2F	1	0	1	0	0	C0	80
20	0	0	0	2	0	2	0
21	32	FF	CE	0	82	0	0
22	0	2	0	1	0	0	0
5	23	2C	AE	0	80	0	0
10	81	63	0	1	0	0	C0
30	12	0	68	3F	4C	0	68
21	80	0	0	0	2	0	2
22	0	32	FF	CE	0	80	0
23	0	0	2	0	1	0	1
24	0	0	C0	80	0	0	0
25	1	0	1	0	32	0	0
26	0	80	0	0	0	2	0
27	2	0	32	FF	CE	0	82
28	0	0	0	2	0	2	0
29	32	FF	CE	0	82	0	0
2A	0	1	0	1	0	32	0
2B	0	0	84	0	0	0	2
2C	0	2	0	0A	0	0	0
2D	84	0	0	0	2	0	2
2E	0	32	FF	CE	0	82	0
2F	0	0	2	0	2	4	B0
20	FB	50	0	84	0	0	0
21	2	0	2	0	1	0	0
22	0	84	0	0	0	0	0
5	23	2C	AE	80	80	0	0
10	81	63	0	2	0	2	2
30	12	0	68	3F	4C	0	68
21	58	FD	A8	0	84	0	0
22	0	2	0	1	0	1	0
23	0	0	84	0	0	0	2
24	0	1	0	1	0	0	0
25	84	0	0	0	2	0	2
26	0	1	0	0	1	82	0
27	0	0	2	0	2	0	3C
28	FF	C4	0	82	0	0	0
29	2	0	2	0	0A	0	0
2A	0	80	0	0	0	2	0
2B	2	0	32	FF	CE	0	82
2C	0	0	0	2	0	1	0
2D	1	0	0	C0	80	0	0
2E	0	2	0	2	0	0A	0
2F	0	0	84	0	0	0	2
20	0	2	0	32	FF	CE	0
21	84	0	0	0	2	0	2
22	0	50	0	0	0	0	0
5	23	2C	AF	0	80	0	0
10	81	63	C0	84	0	0	0
30	12	0	68	3F	4C	0	68
21	1	0	1	0	3	0	0
22	0	84	0	0	0	1	0
23	1	0	64	0	0	0	80
24	0	0	0	1	0	1	4
25	B0	0	0	0	84	0	0
26	0	1	0	1	0	14	0
27	0	0	84	0	0	0	1
28	0	1	0	14	0	0	0
29	84	0	0	0	2	0	2
2A	0	5	FF	FB	0	80	0
2B	0	0	2	0	2	0	5
2C	FF	FB	0	80	0	0	0
2D	1	0	1	3	20	0	0
2E	0	80	0	0	0	1	0
2F	1	3	20	0	0	0	80
20	0	0	0	1	0	1	3
21	20	0	0	0	80	0	0
22	0	2	0	2	0	0	0
5	23	2C	AF	80	80	0	0
10	81	63	3	E8	FC	18	0
30	12	0	68	3F	4C	0	68
21	80	0	0	0	2	0	2
22	0	1E	FF	E2	0	80	0
23	0	0	2	0	2	0	5
24	FF	FB	0	80	0	0	0
25	2	0	2	0	5	FF	FB
26	0	80	0	0	0	2	0
27	2	0	5	FF	FB	0	82
28	0	0	0	2	0	2	3
29	E8	FC	18	0	80	0	0
2A	0	2	0	2	0	28	FF
2B	D8	0	80	0	0	0	2
2C	0	2	3	E8	FC	18	0
2D	80	0	0	0	2	0	2
2E	0	1	FF	FF	0	80	0
2F	0	0	2	0	2	0	5
20	FF	FB	0	80	0	0	0
21	2	0	1	0	1	0	0
22	0	84	0	0	0	0	0
5	23	2C	B0	0	80	0	0
10	81	63	0	1	0	1	0
30	12	0	68	3F	4C	0	68
21	1	0	0	0	84	0	0
22	0	1	0	1	0	1	0
23	0	0	84	0	0	0	1
24	0	1	0	32	0	0	0
25	86	0	0	0	1	0	1
26	0	32	0	0	0	86	0
27	0	0	1	0	1	0	32
28	0	0	0	80	0	0	0
29	1	0	1	0	1	0	0
2A	0	84	0	0	0	1	0
2B	1	0	1	0	0	0	80
2C	0	0	0	1	0	1	0
2D	1	0	0	0	84	0	0
2E	0	1	0	1	0	1	0
2F	0	0	80	0	0	0	1
20	0	1	0	1	0	0	0
21	82	0	0	0	1	0	1
22	0	FA	0	0	0	0	0
5	23	2C	B0	80	80	0	0
10	81	63	0	86	0	0	0
30	12	0	68	3F	4C	0	68
21	1	0	1	0	1	0	0
22	0	82	0	0	0	2	0
23	2	0	32	FF	CE	0	80
24	0	0	0	2	0	2	0
25	5	FF	FB	0	84	0	0
26	6	67	0	1	7F	FF	80
27	29	0	84	0	0	0	2
28	0	2	0	64	0	0	0
29	84	0	0	0	2	0	2
2A	0	96	0	0	0	84	0
2B	0	0	2	0	A0	1	A9
2C	FE	5C	0	84	0	0	0
2D	2	0	0A	1	A9	0	0
2E	0	84	0	0	0	2	0
2F	0A	1	A9	0	0	0	80
20	0	0	0	2	0	A0	1
21	A9	FE	5C	0	84	0	0
22	0	1	0	1	0	0	0
5	23	2C	B1	0	80	0	0
10	81	63	0	FA	0	0	0
30	12	0	68	3F	4C	0	68
21	84	0	0	0	1	0	1
22	0	C8	0	0	0	84	0
23	0	0	2	0	0A	1	A9
24	0	0	0	80	0	0	33
25	33	0	1	7F	FF	80	6
26	0	84	0	0	2	90	0
27	1	7F	FF	80	65	0	84
28	0	0	0	2	0	2	0
29	FA	0	0	0	80	0	0
2A	0	2	0	1	0	1	0
2B	0	0	84	0	0	0	1
2C	0	1	0	1	0	0	0
2D	82	0	0	0	1	0	6
2E	0	6	0	0	0	84	0
2F	0	0	1	0	0A	0	0A
20	0	0	0	84	0	0	0
21	2	0	2	0	5	FF	FB
22	0	80	0	0	0	0	0
5	23	2C	B1	80	80	0	0
10	81	63	0	2	0	2	0
30	12	0	68	3F	4C	0	68
21	5	0	0	0	84	0	0
22	0	2	0	2	0	32	FF
23	FB	0	80	0	0	0	2
24	0	2	0	32	0	0	0
25	84	0	0	0	2	0	2
26	0	5	0	0	0	82	0
27	0	0	2	0	2	0	5
28	0	0	0	82	0	0	0
29	2	0	2	0	5	FF	FB
2A	0	82	0	0	0	2	0
2B	2	0	5	FF	FB	0	80
2C	0	0	0	2	0	2	0
2D	5	0	0	0	82	0	0
2E	0	2	0	2	0	5	0
2F	0	0	80	0	0	0	2
20	0	2	0	0E	0	0	0
21	80	0	0	0	2	0	2
22	0	5	0	0	0	0	0
5	23	2C	B2	0	80	0	0
10	81	63	0	86	0	0	0
30	12	0	68	3F	4C	0	68
21	2	0	2	0	19	0	0
22	0	84	0	0	0	2	0
23	2	0	4B	0	0	0	84
24	0	0	0	2	0	2	0
25	5	FF	FB	0	84	0	0
26	0	2	0	2	0	5	0
27	0	0	84	0	0	0	2
28	0	2	0	5	0	0	0
29	80	0	0	0	2	0	2
2A	0	5	0	0	0	82	0
2B	0	0	2	0	2	0	5
2C	0	0	0	82	0	0	0
2D	2	0	2	0	5	0	0
2E	0	84	0	0	0	2	0
2F	2	0	5	0	0	0	84
20	0	0	0	2	0	2	0
21	5	0	0	0	84	0	0
22	0	2	0	2	0	0	0
5	23	2C	B2	80	80	0	0
10	81	63	0	5	0	0	0
30	12	0	68	3F	4C	0	68
21	84	0	0	0	2	0	2
22	0	5	FF	FB	0	80	0
23	0	0	2	0	2	0	5
24	0	0	0	84	0	0	0
25	2	0	2	0	5	FF	FB
26	0	80	0	0	0	2	0
27	2	0	5	FF	FB	0	84
28	0	0	0	2	0	2	0
29	5	0	0	0	86	0	0
2A	0	2	0	2	0	5	FF
2B	FB	0	86	0	0	0	1
2C	0	1	0	32	0	0	0
2D	84	0	0	0	2	0	2
2E	0	5	FF	FB	0	80	0
2F	0	0	2	0	2	0	5
20	FF	FB	0	80	0	0	0
21	2	0	2	0	5	FF	FB
22	0	86	0	0	0	0	0
5	23	2C	B3	0	80	0	0
10	81	63	0	2	0	2	0
30	12	0	68	3F	4C	0	68
21	1	FF	FF	0	86	0	0
22	0	2	0	2	0	5	0
23	0	0	86	0	0	0	2
24	0	2	0	5	FF	FB	0
25	86	0	0	0	2	0	2
26	0	5	FF	FB	0	80	0
27	0	0	1	0	1	0	32
28	0	0	0	80	0	0	0
29	2	0	2	0	5	0	0
2A	0	86	0	0	0	2	0
2B	2	0	5	0	0	0	82
2C	0	0	0	2	0	2	0
2D	5	FF	FB	0	80	0	0
2E	0	2	0	2	0	5	FF
2F	FB	0	86	0	0	0	2
20	0	2	0	5	0	0	0
21	86	0	0	0	2	0	2
22	0	5	FF	FB	0	0	0
5	23	2C	B3	80	80	0	0
10	81	63	0	86	0	0	0
30	12	0	68	3F	4C	0	68
21	1	0	1	0	32	0	0
22	0	84	0	0	0	2	0
23	2	0	5	FF	FB	0	80
24	0	0	0	2	0	2	0
25	5	FF	FB	0	86	0	0
26	0	2	0	2	0	5	FF
27	FB	0	86	0	0	0	2
28	0	2	0	5	0	0	0
29	86	0	0	0	2	0	2
2A	0	5	0	0	0	86	0
2B	0	0	2	0	2	0	32
2C	0	0	0	84	0	0	0
2D	2	0	2	0	5	FF	FB
2E	0	86	0	0	0	1	0
2F	1	0	32	0	0	0	82
20	0	0	0	2	0	2	0
21	5	FF	FB	0	86	0	0
22	0	2	0	2	0	0	0
5	23	2C	B4	0	80	0	0
10	81	63	0	5	FF	FB	0
30	12	0	68	3F	4C	0	68
21	86	0	0	0	2	0	2
22	0	5	FF	FB	0	86	0
23	0	0	1	0	1	0	32
24	0	0	0	80	0	0	0
25	2	0	2	0	5	FF	FB
26	0	80	0	0	0	2	0
27	2	0	5	FF	FB	0	86
28	0	0	0	2	0	2	0
29	5	0	0	0	80	0	0
2A	0	2	0	2	0	5	FF
2B	FB	0	86	0	0	0	2
2C	0	2	0	1	0	0	0
2D	86	0	0	0	2	0	2
2E	0	19	0	0	0	84	0
2F	0	0	2	0	2	0	1
20	FF	FF	0	86	0	0	0
21	2	0	2	0	5	FF	FB
22	0	84	0	0	0	0	0
5	23	2C	B4	80	80	0	0
10	81	63	0	2	0	2	0
30	12	0	68	3F	4C	0	68
21	5	0	0	0	82	0	0
22	0	2	0	2	0	5	FF
23	FB	0	80	0	0	0	2
24	0	2	0	5	0	0	0
25	86	0	0	0	2	0	2
26	0	5	FF	FB	0	86	0
27	0	0	2	0	2	0	5
28	FF	FB	0	86	0	0	0
29	2	0	2	0	5	FF	FB
2A	0	86	0	0	0	2	0
2B	2	0	5	FF	FB	0	86
2C	0	0	0	2	0	2	0
2D	5	FF	FB	0	86	0	0
2E	0	2	0	2	0	5	FF
2F	FB	0	84	0	0	0	2
20	0	2	0	5	FF	FB	0
21	86	0	0	0	2	0	2
22	0	5	FF	FB	0	0	0
5	23	2C	B5	0	80	0	0
10	81	63	0	84	0	0	0
30	12	0	68	3F	4C	0	68
21	2	0	2	0	64	FF	9C
22	0	84	0	0	0	2	0
23	2	0	64	FF	9C	0	80
24	0	0	0	2	0	2	0
25	64	FF	9C	0	80	0	0
26	0	2	0	2	0	64	FF
27	9C	0	80	0	0	0	1
28	0	1	0	32	0	0	0
29	80	0	0	0	2	0	2
2A	0	4B	FF	B5	0	86	0
2B	0	0	1	0	1	0	14
2C	0	0	0	80	0	0	0
2D	1	0	1	0	C8	0	0
2E	0	80	0	0	0	1	0
2F	1	0	C8	0	0	0	80
20	0	0	0	1	0	1	0
21	C8	0	0	0	80	0	0
22	0	1	0	1	0	0	0
5	23	2C	B5	80	80	0	0
10	81	63	17	70	E8	90	0
30	12	0	68	3F	4C	0	68
21	80	0	0	0	2	0	2
22	0	32	FF	CE	0	86	0
23	0	0	2	0	2	0	32
24	FF	CE	0	86	0	0	0
25	2	0	2	0	32	0	0
26	0	86	0	0	0	2	0
27	2	5D	C0	A2	40	C0	86
28	0	0	0	2	0	2	0
29	1	FF	FF	0	82	0	0
2A	0	2	0	2	0	1	FF
2B	FF	0	82	0	0	0	2
2C	0	2	0	1	FF	FF	0
2D	86	0	0	0	1	0	3
2E	3	84	0	0	0	86	0
2F	0	0	1	0	1	0	1
20	FF	FF	0	86	0	0	0
21	2	0	2	1	90	FE	70
22	0	80	0	0	0	0	0
5	23	2C	B6	0	80	0	0
10	81	63	0	2	0	2	0
30	12	0	68	3F	4C	0	68
21	0A	FF	F6	0	86	0	0
22	0	2	0	2	0	0A	FF
23	F6	0	84	0	0	0	2
24	0	2	0	32	FF	CE	0
25	86	0	0	0	2	0	2
26	0	64	0	0	1	84	0
27	0	0	1	0	1	0	1
28	FF	FF	0	84	0	0	0
29	2	0	1	0	1	0	0
2A	0	84	0	0	0	2	0
2B	2	0	C8	FF	38	0	84
2C	0	0	0	2	0	2	0
2D	0A	FF	F6	0	80	0	0
2E	0	2	0	2	0	0C	FF
2F	F4	0	84	0	0	1F	40
20	0	2	5D	C0	A2	46	0
21	86	0	0	0	2	0	2
22	61	A8	0	0	0	0	0
5	23	2C	B6	80	80	0	0
10	81	63	0	86	0	0	0
30	12	0	68	3F	4C	0	68
21	2	0	2	0	19	FF	E8
22	1	86	0	0	0	2	0
23	1	0	1	0	0	0	84
24	0	0	0	2	0	1	0
25	1	0	0	0	84	0	0
26	0	2	0	1	0	1	0
27	0	0	84	0	0	0	2
28	0	1	0	1	0	0	0
29	84	0	0	0	1	0	1
2A	0	1	0	0	0	84	0
2B	0	0	1	0	1	0	32
2C	0	0	0	84	0	0	0
2D	1	0	1	0	1	0	0
2E	0	80	0	0	0	1	0
2F	1	0	1	0	0	8	84
20	0	0	0	1	0	1	0
21	1	0	0	0	80	0	0
22	0	1	0	1	0	0	0
5	23	2C	B7	0	80	0	0
10	81	63	0	1	0	0	0
30	12	0	68	3F	4C	0	68
21	80	0	0	0	1	0	1
22	0	1	0	0	0	80	0
23	0	0	1	0	1	0	32
24	0	0	0	80	0	0	0
