30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	1	95	13	FF	0
10	25	59	6	1	95	13	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	1	10	13	FF	0
10	25	59	6	1	10	13	27
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	25	39	13	FF	0
10	25	59	6	25	39	13	27
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	5	20	13	FF	0
10	25	59	6	5	20	13	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	4	70	13	FF	0
10	25	59	6	4	70	13	27
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	5	5A	13	FF	0
10	25	59	6	5	5A	13	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	25	56	13	FF	0
10	25	59	6	25	56	13	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	0F
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	2	E6	13	FF	0
10	25	59	6	2	E6	13	27
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	1	15	13	FF	0
10	25	59	6	1	15	13	27
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	1	B9	13	FF	0
10	25	59	6	1	B9	13	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	C4	26	0	FF	0
10	25	59	6	C4	26	0	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	26	0	13	FF	0
10	25	59	6	26	0	13	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	36
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	0	9B	13	FF	0
10	25	59	6	0	9B	13	27
30	0	0	0	0	0	0	0
21	31	7F	30	0	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	2	E0	13	FF	0
10	25	59	6	2	E0	13	27
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	36
22	13	0	0	0	0	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	10	21	13	FF	0
10	25	59	6	10	21	13	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	36
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	4	75	13	FF	0
10	25	59	6	4	75	13	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	25	A9	13	FF	0
10	25	59	6	25	A9	13	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	2	43	13	FF	0
10	25	59	6	2	43	13	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	11	37	13	FF	0
10	25	59	6	11	37	13	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	C1	41	0	FF	0
10	25	59	6	C1	41	0	27
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	C1	55	0	FF	0
10	25	59	6	C1	55	0	27
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	C1	1	0	FF	0
10	25	59	6	C1	1	0	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	D1	73	0	FF	0
10	25	59	6	D1	73	0	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	D1	6B	0	FF	0
10	25	59	6	D1	6B	0	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	D1	71	0	FF	0
10	25	59	6	D1	71	0	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	D1	6C	0	FF	0
10	25	59	6	D1	6C	0	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
6	19	6	10	17	13	FF	0
10	25	59	6	10	17	13	2F
30	0	0	0	0	0	0	0
21	31	7F	30	7F	20	0	1
22	13	0	0	0	C3	12	0
23	0	0	C3	11	FF	FF	FF
24	FF	FF	FF	10	FF	FF	FF
25	FF	FF	FF	0	0	0	0
3	22	12	B0	0	0	0	0
5	62	12	B0	1	11	0	0
3	22	F4	42	0	0	0	0
5	62	F4	42	62	26	0	0
3	22	F4	42	0	0	0	0
5	62	F4	42	62	27	0	0
3	22	F4	0C	0	0	0	0
5	62	F4	0C	0	0	0	0
3	22	F4	42	0	0	0	0
5	62	F4	42	62	21	0	0
3	22	F4	0C	0	0	0	0
5	62	F4	0C	0	0	0	0
3	22	F4	42	0	0	0	0
5	62	F4	42	62	20	0	0
2	27	15	0	0	0	0	0
3	7F	27	78	0	0	0	0
10	76	67	15	EC	63	0B	85
30	0	0	0	0	0	0	0
21	E8	E2	6B	C2	6F	78	B4
22	DB	1E	DD	99	20	3A	19
23	86	A1	8	84	F4	2E	C8
24	C6	4A	57	FE	D7	B8	6C
25	F4	FF	5	7D	57	D6	2D
26	5A	E5	44	59	93	36	81
27	86	78	BD	15	E4	19	1A
28	D8	C3	46	0C	F2	9E	8F
29	31	DB	8F	44	2	5B	3E
2A	75	65	8A	21	F2	57	D0
2B	95	4B	2C	E5	1E	D0	4
2C	D1	F0	91	1B	EC	75	5E
2D	AD	DE	79	C7	33	9F	41
2E	1C	D4	77	96	6D	F1	FE
2F	A9	8A	C7	1C	48	3	22
20	9	C2	28	51	4D	8C	9
10	82	27	16	89	C0	24	2B
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	90	35	4E	14	7B	E6	93
30	FF	2	0	0	0	0	0
22	55	8C	67	D3	DD	99	BC
23	F8	F0	0	8D	57	C0	AC
24	74	90	F2	C2	6	B9	AF
25	41	BB	25	9B	3B	FB	DD
26	48	81	2D	E8	82	8B	28
27	CE	0E	27	D9	3C	72	B6
28	0	2	F9	1A	7F	19	4C
29	37	27	94	CF	27	66	58
2A	28	14	51	20	0B	3C	0E
2B	65	0E	A8	28	45	84	A8
2C	48	53	8	65	4A	8E	99
2D	0F	7A	F8	65	42	2B	41
2E	56	3	13	B4	3E	7	67
2F	A2	43	18	F4	44	6C	E7
20	95	76	67	8E	D8	39	84
21	35	2E	51	99	9C	87	99
22	9F	CB	B0	6E	E3	0	0
3	7F	27	78	0	0	0	0
2	67	16	0	0	0	0	0
10	15	2E	F1	85	1	10	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	45	55	2C	37	42	20	20
30	FF	2	0	0	0	0	0
22	32	30	32	30	31	30	31
23	30	0	0	0	0	0	0
3	6E	F1	85	0	0	0	0
3	22	13	38	0	0	0	0
10	10	62	13	38	FF	FF	FF
30	0	0	0	0	0	0	0
21	FF	FF	FF	FF	FF	FF	FF
22	FF	FF	FF	0	0	0	0
3	22	13	36	0	0	0	0
5	62	13	36	FF	FF	0	0
3	22	13	37	0	0	0	0
5	62	13	37	FF	FF	0	0
3	22	13	F3	0	0	0	0
4	62	13	F3	64	0	0	0
3	22	13	F4	0	0	0	0
4	62	13	F4	64	0	0	0
3	22	13	F5	0	0	0	0
4	62	13	F5	64	0	0	0
3	22	13	F6	0	0	0	0
4	62	13	F6	64	0	0	0
3	22	13	F7	0	0	0	0
4	62	13	F7	64	0	0	0
3	22	13	F8	0	0	0	0
4	62	13	F8	64	0	0	0
2	27	29	0	0	0	0	0
3	7F	27	78	0	0	0	0
10	76	67	29	87	2A	A5	D8
30	0	0	0	0	0	0	0
21	98	4A	BB	F9	9E	A9	F9
22	A6	3A	2F	A1	6F	45	14
23	F4	A4	98	E0	A4	55	7E
24	6B	8E	52	0	DD	56	2B
25	6B	AE	2A	30	4B	A6	C4
26	71	5A	DD	77	BE	CF	BB
27	D8	A7	96	F8	52	7C	10
28	9C	B8	4D	F7	FF	A1	EA
29	2E	C9	24	E3	32	F2	39
2A	88	17	C2	DB	E9	E9	D1
2B	B8	D6	76	7	F6	DF	7B
2C	9C	6B	54	61	18	4B	45
2D	94	53	28	82	CD	75	CA
2E	9B	7C	F6	33	E0	BC	9E
2F	E2	61	2B	85	1C	EE	2D
20	13	DC	17	13	0	9F	2C
10	82	27	2A	21	14	23	7F
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	4B	8A	71	9	71	27	13
30	FF	2	0	0	0	0	0
22	EE	C1	31	55	B3	E8	C0
23	BC	4B	63	EE	D5	90	35
24	4C	16	0E	11	31	DB	C0
25	A1	4A	6C	6C	BB	2E	30
26	81	79	99	76	1	E8	1
27	92	CB	B9	55	EB	BB	37
28	D7	F8	79	21	27	4F	40
29	62	A8	74	40	AF	B9	44
2A	3B	3C	2A	D3	E5	2F	AB
2B	7A	97	A4	BD	D7	62	4C
2C	66	9D	94	EC	6	96	1D
2D	7B	62	E1	42	E1	C5	5A
2E	D1	7A	AE	DD	75	92	70
2F	83	4	11	8B	C8	1	B0
20	50	CF	99	70	3D	56	C8
21	1B	44	84	78	15	67	51
22	14	E1	FE	BD	5B	0	0
3	7F	27	78	0	0	0	0
2	67	2A	0	0	0	0	0
10	15	2E	F1	85	1	10	29
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	45	55	2C	37	42	20	20
30	FF	2	0	0	0	0	0
22	32	30	32	30	31	30	31
23	30	0	0	0	0	0	0
3	6E	F1	85	0	0	0	0
10	9	23	25	1	0	6	1
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	BC	0	26	0	0	0	0
10	27	63	4D	32	32	32	31
30	0	0	0	0	0	0	0
21	4B	36	33	55	54	4B	4D
22	48	31	48	55	46	50	36
23	48	59	34	59	4C	55	4E
24	48	4A	4B	4A	47	31	44
25	33	48	32	50	46	0	0
10	9	23	25	1	0	6	1
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	E4	0	26	0	0	0	0
10	27	63	4B	43	35	31	59
30	0	0	0	0	0	0	0
21	52	4E	33	57	41	4E	30
22	43	58	4E	38	55	48	4A
23	41	36	35	59	37	43	45
24	57	38	43	4A	53	54	48
25	35	43	44	37	38	0	0
10	9	23	25	1	0	6	2
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	0C	0	26	0	0	0	0
10	27	63	4D	33	4A	54	58
30	0	0	0	0	0	0	0
21	50	32	33	33	41	42	4B
22	53	37	48	50	38	43	54
23	58	53	34	59	4B	35	38
24	30	33	4B	32	4B	59	32
25	42	39	4A	5A	37	0	0
10	9	23	25	1	0	6	2
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	34	0	26	0	0	0	0
10	27	63	4D	4A	41	41	32
30	0	0	0	0	0	0	0
21	34	4A	33	55	54	37	52
22	41	53	48	55	45	30	42
23	4E	30	52	59	4C	53	4E
24	4A	44	58	4A	47	30	44
25	32	45	4D	50	57	0	0
10	9	23	25	1	0	6	2
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	5C	0	26	0	0	0	0
10	27	63	4B	44	4D	42	44
30	0	0	0	0	0	0	0
21	37	36	32	43	45	4D	46
22	55	35	4E	33	36	43	39
23	5A	52	37	59	58	35	41
24	50	4B	32	32	4C	59	33
25	30	48	54	46	42	0	0
10	9	23	25	1	0	6	2
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	84	0	26	0	0	0	0
10	27	63	4A	4B	41	53	4A
30	0	0	0	0	0	0	0
21	52	4A	33	55	4A	36	32
22	43	5A	48	5A	45	46	59
23	4D	33	52	59	59	53	50
24	33	57	59	4A	4D	30	44
25	54	4E	34	37	53	0	0
10	9	23	25	1	0	6	5
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	C4	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	1	0	6	6
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	44	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	1	0	6	8
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	20	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	1	0	6	0C
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	40	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	1	0	6	0D
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	4C	0	2	0	0	0	0
3	63	0A	0	0	0	0	0
10	9	23	25	1	0	6	0E
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	0C	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	1	0	6	14
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	9C	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	1	0	6	15
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	9C	0	2	0	0	0	0
3	63	0	1	0	0	0	0
10	9	23	25	1	0	6	1C
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	68	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	1	0	6	1C
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	C4	0	4	0	0	0	0
5	63	44	83	40	0	0	0
10	9	23	25	1	0	6	1D
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	12	0	2	0	0	0	0
3	63	2	58	0	0	0	0
10	9	23	25	1	0	6	1D
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	16	0	2	0	0	0	0
3	63	2	BC	0	0	0	0
10	9	23	25	1	0	6	1D
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	1A	0	2	0	0	0	0
3	63	1	F4	0	0	0	0
10	9	23	25	1	0	6	1D
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	AC	0	2	0	0	0	0
3	63	4	66	0	0	0	0
10	9	23	25	1	0	6	1D
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	AE	0	2	0	0	0	0
3	63	4	9A	0	0	0	0
10	9	23	25	1	0	6	1D
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	B0	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	1	0	6	1D
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	B2	0	2	0	0	0	0
3	63	9	60	0	0	0	0
10	9	23	25	1	0	6	1D
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	B6	0	2	0	0	0	0
3	63	4	B0	0	0	0	0
10	9	23	25	1	0	6	1D
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	BA	0	2	0	0	0	0
3	63	8	FC	0	0	0	0
10	9	23	25	1	0	6	1D
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	BC	0	1	0	0	0	0
2	63	0	0	0	0	0	0
10	9	23	25	1	0	6	21
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	28	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	1	0	6	21
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	58	0	2	0	0	0	0
3	63	4	E2	0	0	0	0
10	9	23	25	1	0	6	21
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	5C	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	1	0	6	21
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	5E	0	2	0	0	0	0
3	63	0	32	0	0	0	0
10	9	23	25	1	0	6	21
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	62	0	2	0	0	0	0
3	63	2	66	0	0	0	0
10	9	23	25	1	0	6	21
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	64	0	2	0	0	0	0
3	63	5	29	0	0	0	0
10	9	23	25	1	0	6	21
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	66	0	2	0	0	0	0
3	63	1	5E	0	0	0	0
10	9	23	25	1	0	6	21
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	6A	0	2	0	0	0	0
3	63	2	8A	0	0	0	0
10	9	23	25	1	0	6	21
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	6C	0	2	0	0	0	0
3	63	5	78	0	0	0	0
10	9	23	25	1	0	6	21
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	6E	0	2	0	0	0	0
3	63	3	E8	0	0	0	0
10	9	23	25	1	0	6	21
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	76	0	2	0	0	0	0
3	63	0	0	0	0	0	0
10	9	23	25	1	0	6	21
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	7E	0	2	0	0	0	0
3	63	0F	A0	0	0	0	0
10	9	23	25	1	0	6	21
31	FF	2	0	0	0	0	0
30	1	2	0	0	0	0	0
21	80	0	2	0	0	0	0
3	63	4E	20	0	0	0	0
10	9	23	25	1	0	6	21
31	FF	2	0	0	0	0	0
